2,1,0.3395497519581725
3,1,0.4317015833473054
4,1,0.43259414441063215
5,1,0.8660542624761592
6,1,0.7967898661135254
8,1,0.5509206019291769
9,1,0.9730288830843411
13,1,0.9599601728036985
17,1,0.81052869010877
18,1,0.8088285359385818
26,1,1.0730855349620938
28,1,1.1218774366162456
29,1,1.158748825916151
3,2,0.09972882184001738
4,2,0.0931646418728146
5,2,0.5485629082112096
6,2,0.47757466411414634
8,2,0.21280351833450867
9,2,0.6523217215775463
13,2,0.6356624658836333
17,2,0.47335257961030197
18,2,0.47135572431641143
4,3,0.03771882565609485
5,3,0.44884725150131516
6,3,0.3778505316928293
8,3,0.12101771132020998
9,3,0.5526584695432002
12,3,0.14158149850054444
13,3,0.5362502402825422
17,3,0.3788675164974003
18,3,0.3772348164027506
19,3,0.25045603758845947
5,4,0.46427848014465234
6,4,0.39328234522474737
8,4,0.1203177562760659
9,4,0.5658706649833498
12,4,0.10558942495718585
13,4,0.5478284773804428
17,4,0.38073995207982947
18,4,0.37863754977071507
19,4,0.2270192850765249
6,5,0.07105624299906071
8,5,0.3521231242431348
9,5,0.10766988918165095
10,5,0.9088144854034338
11,5,1.0436171018350795
12,5,0.4868639166943418
13,5,0.10138123460771878
15,5,0.8222152873301436
16,5,0.8998288582205546
17,5,0.17204185375686543
18,5,0.1770886057407094
19,5,0.40633370864126295
8,6,0.28200780700933387
9,6,0.17631250680173988
10,6,0.8445233486800479
11,6,0.9823325005777036
12,6,0.41849429202935673
13,6,0.16438608943285887
15,6,0.7585110450844633
16,6,0.8376023567425943
17,6,0.14158176302626854
18,6,0.1459894274352531
19,6,0.3476917350345514
8,7,0.8895667194257508
10,7,0.3267995958227562
11,7,0.16670888447535184
12,7,0.7507479133818145
14,7,0.042483542946486416
15,7,0.3975931389384774
16,7,0.311329628199362
9,8,0.45030447543185886
10,8,0.5782357495928448
11,8,0.7261138558966864
12,8,0.14216867318280554
13,8,0.4307696562818717
15,8,0.4957710772525709
16,8,0.5796571235415326
17,8,0.2605584175495883
18,8,0.25855387096455046
19,8,0.16086064411685658
20,8,0.5085431199791022
23,8,0.3534057153144522
10,9,0.9896951358765057
12,9,0.579360793814212
13,9,0.03057319616637607
15,9,0.902243264536343
16,9,0.9764118358583093
17,9,0.22863424862241985
18,9,0.23340943327608135
19,9,0.4817794748582461
11,10,0.1608851241090022
12,10,0.4364163751356614
13,10,0.9635659628509451
14,10,0.3137873451368441
15,10,0.08775722763791145
16,10,0.05631229556991376
17,10,0.7630805016989916
18,10,0.7586345652557811
19,10,0.5082559433157958
20,10,0.1553733686050029
22,10,0.32478160492824715
24,10,0.4095804121308969
